participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
PC:	yeah yeah i need two rivets  did it fall no okay let's see if i can  it's probably too short let's see   yeah it was too short  all right	['yeah', 'yeah', 'i', 'need', 'two', 'rivers', 'did', 'it', 'fall', 'no', 'okay', 'let', 'us', 'see', 'if', 'i', 'can', 'it', 'is', 'probably', 'too', 'short', 'let', 'us', 'see', 'yeah', 'it', 'was', 'too', 'short', 'all', 'right']	['yeah', 'yeah', 'i', 'need', 'two', 'river', 'do', 'it', 'fall', 'no', 'okay', 'let', 'u', 'see', 'if', 'i', 'can', 'it', 'be', 'probably', 'too', 'short', 'let', 'u', 'see', 'yeah', 'it', 'be', 'too', 'short', 'all', 'right']	[('yeah', 'NN'), ('yeah', 'NN'), ('i', 'VBP'), ('need', 'VBP'), ('two', 'CD'), ('rivers', 'NNS'), ('did', 'VBD'), ('it', 'PRP'), ('fall', 'VB'), ('no', 'DT'), ('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('if', 'IN'), ('i', 'NNS'), ('can', 'MD'), ('it', 'PRP'), ('is', 'VBZ'), ('probably', 'RB'), ('too', 'RB'), ('short', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('yeah', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('too', 'RB'), ('short', 'JJ'), ('all', 'DT'), ('right', 'JJ')]	[('yeah', 'NN'), ('yeah', 'NN'), ('i', 'VBP'), ('need', 'VBP'), ('two', 'CD'), ('river', 'NN'), ('do', 'VBP'), ('it', 'PRP'), ('fall', 'VB'), ('no', 'DT'), ('okay', 'JJ'), ('let', 'NN'), ('u', 'JJ'), ('see', 'VB'), ('if', 'IN'), ('i', 'NNS'), ('can', 'MD'), ('it', 'PRP'), ('be', 'VB'), ('probably', 'RB'), ('too', 'RB'), ('short', 'JJ'), ('let', 'NN'), ('u', 'JJ'), ('see', 'VB'), ('yeah', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('too', 'RB'), ('short', 'JJ'), ('all', 'DT'), ('right', 'JJ')]	[('yeah', 'JJ'), ('yeah', 'JJ'), ('i', 'FW'), ('need', 'MD'), ('two', 'CD'), ('rivers', 'NNS'), ('did', 'VBD'), ('it', 'PRP'), ('fall', 'VB'), ('no', 'DT'), ('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('if', 'IN'), ('i', 'FW'), ('can', 'MD'), ('it', 'PRP'), ('is', 'VBZ'), ('probably', 'RB'), ('too', 'RB'), ('short', 'JJ'), ('let', 'VBP'), ('us', 'PRP'), ('see', 'VB'), ('yeah', 'VB'), ('it', 'PRP'), ('was', 'VBD'), ('too', 'RB'), ('short', 'JJ'), ('all', 'DT'), ('right', 'NN')]	[('yeah', 'JJ'), ('yeah', 'JJ'), ('i', 'FW'), ('need', 'MD'), ('two', 'CD'), ('river', 'NN'), ('do', 'VBP'), ('it', 'PRP'), ('fall', 'VB'), ('no', 'DT'), ('okay', 'JJ'), ('let', 'VB'), ('u', 'FW'), ('see', 'VB'), ('if', 'IN'), ('i', 'FW'), ('can', 'MD'), ('it', 'PRP'), ('be', 'VB'), ('probably', 'RB'), ('too', 'RB'), ('short', 'JJ'), ('let', 'VBP'), ('u', 'NN'), ('see', 'VB'), ('yeah', 'RB'), ('it', 'PRP'), ('be', 'VB'), ('too', 'RB'), ('short', 'JJ'), ('all', 'DT'), ('right', 'NN')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	just try drawing it out like longer there you go	['just', 'try', 'drawing', 'it', 'out', 'like', 'longer', 'there', 'you', 'go']	['just', 'try', 'draw', 'it', 'out', 'like', 'long', 'there', 'you', 'go']	[('just', 'RB'), ('try', 'VB'), ('drawing', 'VBG'), ('it', 'PRP'), ('out', 'IN'), ('like', 'IN'), ('longer', 'JJR'), ('there', 'EX'), ('you', 'PRP'), ('go', 'VBP')]	[('just', 'RB'), ('try', 'VB'), ('draw', 'VB'), ('it', 'PRP'), ('out', 'RP'), ('like', 'IN'), ('long', 'RB'), ('there', 'EX'), ('you', 'PRP'), ('go', 'VBP')]	[('just', 'RB'), ('try', 'VB'), ('drawing', 'VBG'), ('it', 'PRP'), ('out', 'RP'), ('like', 'IN'), ('longer', 'JJR'), ('there', 'EX'), ('you', 'PRP'), ('go', 'VBP')]	[('just', 'RB'), ('try', 'VB'), ('draw', 'VB'), ('it', 'PRP'), ('out', 'RP'), ('like', 'IN'), ('long', 'RB'), ('there', 'RB'), ('you', 'PRP'), ('go', 'VBP')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	hopefully it doesn't fall off probably will yep  	['hopefully', 'it', 'does', 'not', 'fall', 'off', 'probably', 'will', 'yep']	['hopefully', 'it', 'do', 'not', 'fall', 'off', 'probably', 'will', 'yep']	[('hopefully', 'RB'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('fall', 'VB'), ('off', 'RP'), ('probably', 'RB'), ('will', 'MD'), ('yep', 'VB')]	[('hopefully', 'RB'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('fall', 'VB'), ('off', 'RP'), ('probably', 'RB'), ('will', 'MD'), ('yep', 'VB')]	[('hopefully', 'RB'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('fall', 'VB'), ('off', 'RP'), ('probably', 'RB'), ('will', 'MD'), ('yep', 'VB')]	[('hopefully', 'RB'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('fall', 'VB'), ('off', 'RP'), ('probably', 'RB'), ('will', 'MD'), ('yep', 'VB')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PD:	yeah just keep going with it	['yeah', 'just', 'keep', 'going', 'with', 'it']	['yeah', 'just', 'keep', 'go', 'with', 'it']	[('yeah', 'NN'), ('just', 'RB'), ('keep', 'VB'), ('going', 'VBG'), ('with', 'IN'), ('it', 'PRP')]	[('yeah', 'NN'), ('just', 'RB'), ('keep', 'VB'), ('go', 'NN'), ('with', 'IN'), ('it', 'PRP')]	[('yeah', 'RB'), ('just', 'RB'), ('keep', 'VB'), ('going', 'VBG'), ('with', 'IN'), ('it', 'PRP')]	[('yeah', 'RB'), ('just', 'RB'), ('keep', 'VB'), ('go', 'VB'), ('with', 'IN'), ('it', 'PRP')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	don't fall come on choo	['do', 'not', 'fall', 'come', 'on', 'chop']	['do', 'not', 'fall', 'come', 'on', 'chop']	[('do', 'VB'), ('not', 'RB'), ('fall', 'VB'), ('come', 'VB'), ('on', 'IN'), ('chop', 'NN')]	[('do', 'VB'), ('not', 'RB'), ('fall', 'VB'), ('come', 'VB'), ('on', 'IN'), ('chop', 'NN')]	[('do', 'VB'), ('not', 'RB'), ('fall', 'VB'), ('come', 'VBN'), ('on', 'IN'), ('chop', 'VBP')]	[('do', 'VB'), ('not', 'RB'), ('fall', 'VB'), ('come', 'VBN'), ('on', 'IN'), ('chop', 'VBP')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	there we go good okay i wonder if it counts the rivets as  like pieces	['there', 'we', 'go', 'good', 'okay', 'i', 'wonder', 'if', 'it', 'counts', 'the', 'rivers', 'as', 'like', 'pieces']	['there', 'we', 'go', 'good', 'okay', 'i', 'wonder', 'if', 'it', 'count', 'the', 'river', 'a', 'like', 'piece']	[('there', 'EX'), ('we', 'PRP'), ('go', 'VBP'), ('good', 'JJ'), ('okay', 'NN'), ('i', 'NN'), ('wonder', 'VBP'), ('if', 'IN'), ('it', 'PRP'), ('counts', 'VBZ'), ('the', 'DT'), ('rivers', 'NNS'), ('as', 'IN'), ('like', 'IN'), ('pieces', 'NNS')]	[('there', 'EX'), ('we', 'PRP'), ('go', 'VBP'), ('good', 'JJ'), ('okay', 'NN'), ('i', 'NN'), ('wonder', 'VBP'), ('if', 'IN'), ('it', 'PRP'), ('count', 'VBD'), ('the', 'DT'), ('river', 'NN'), ('a', 'DT'), ('like', 'JJ'), ('piece', 'NN')]	[('there', 'RB'), ('we', 'PRP'), ('go', 'VBP'), ('good', 'JJ'), ('okay', 'JJ'), ('i', 'FW'), ('wonder', 'VBP'), ('if', 'IN'), ('it', 'PRP'), ('counts', 'VBZ'), ('the', 'DT'), ('rivers', 'NNS'), ('as', 'IN'), ('like', 'IN'), ('pieces', 'NNS')]	[('there', 'RB'), ('we', 'PRP'), ('go', 'VBP'), ('good', 'JJ'), ('okay', 'JJ'), ('i', 'FW'), ('wonder', 'VBP'), ('if', 'IN'), ('it', 'PRP'), ('count', 'VB'), ('the', 'DT'), ('river', 'NN'), ('a', 'DT'), ('like', 'JJ'), ('piece', 'NN')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	probably yeah woops	['probably', 'yeah', 'woods']	['probably', 'yeah', 'wood']	[('probably', 'RB'), ('yeah', 'CD'), ('woods', 'NNS')]	[('probably', 'RB'), ('yeah', 'CD'), ('wood', 'NN')]	[('probably', 'RB'), ('yeah', 'JJ'), ('woods', 'NNS')]	[('probably', 'RB'), ('yeah', 'JJ'), ('wood', 'NN')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	probably needs to be heavier think it needs to be heavier	['probably', 'needs', 'to', 'be', 'heavier', 'think', 'it', 'needs', 'to', 'be', 'heavier']	['probably', 'need', 'to', 'be', 'heavy', 'think', 'it', 'need', 'to', 'be', 'heavy']	[('probably', 'RB'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('heavier', 'JJR'), ('think', 'VB'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('heavier', 'JJR')]	[('probably', 'RB'), ('need', 'MD'), ('to', 'TO'), ('be', 'VB'), ('heavy', 'JJ'), ('think', 'VB'), ('it', 'PRP'), ('need', 'VB'), ('to', 'TO'), ('be', 'VB'), ('heavy', 'JJ')]	[('probably', 'RB'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('heavier', 'JJR'), ('think', 'VB'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('heavier', 'JJR')]	[('probably', 'RB'), ('need', 'VB'), ('to', 'TO'), ('be', 'VB'), ('heavy', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('need', 'VB'), ('to', 'TO'), ('be', 'VB'), ('heavy', 'JJ')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	yeah so 	['yeah', 'so']	['yeah', 'so']	[('yeah', 'NNS'), ('so', 'RB')]	[('yeah', 'NNS'), ('so', 'RB')]	[('yeah', 'NN'), ('so', 'RB')]	[('yeah', 'NN'), ('so', 'RB')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	  i think abefore you 	['i', 'think', 'before', 'you']	['i', 'think', 'before', 'you']	[('i', 'JJ'), ('think', 'VBP'), ('before', 'IN'), ('you', 'PRP')]	[('i', 'JJ'), ('think', 'VBP'), ('before', 'IN'), ('you', 'PRP')]	[('i', 'LS'), ('think', 'VB'), ('before', 'IN'), ('you', 'PRP')]	[('i', 'LS'), ('think', 'VB'), ('before', 'IN'), ('you', 'PRP')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	 okay wait  	['okay', 'wait']	['okay', 'wait']	[('okay', 'JJ'), ('wait', 'NN')]	[('okay', 'JJ'), ('wait', 'NN')]	[('okay', 'JJ'), ('wait', 'NN')]	[('okay', 'JJ'), ('wait', 'NN')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	drop the wait try deleting your second rivet on the nose that one	['drop', 'the', 'wait', 'try', 'meeting', 'your', 'second', 'rivet', 'on', 'the', 'nose', 'that', 'one']	['drop', 'the', 'wait', 'try', 'meet', 'your', 'second', 'rivet', 'on', 'the', 'nose', 'that', 'one']	[('drop', 'NN'), ('the', 'DT'), ('wait', 'NN'), ('try', 'VB'), ('meeting', 'VBG'), ('your', 'PRP$'), ('second', 'JJ'), ('rivet', 'NN'), ('on', 'IN'), ('the', 'DT'), ('nose', 'NN'), ('that', 'IN'), ('one', 'CD')]	[('drop', 'NN'), ('the', 'DT'), ('wait', 'NN'), ('try', 'VB'), ('meet', 'VB'), ('your', 'PRP$'), ('second', 'JJ'), ('rivet', 'NN'), ('on', 'IN'), ('the', 'DT'), ('nose', 'NN'), ('that', 'IN'), ('one', 'CD')]	[('drop', 'VB'), ('the', 'DT'), ('wait', 'NN'), ('try', 'VB'), ('meeting', 'VBG'), ('your', 'PRP$'), ('second', 'JJ'), ('rivet', 'NN'), ('on', 'IN'), ('the', 'DT'), ('nose', 'NN'), ('that', 'IN'), ('one', 'CD')]	[('drop', 'VB'), ('the', 'DT'), ('wait', 'NN'), ('try', 'VB'), ('meet', 'VB'), ('your', 'PRP$'), ('second', 'JJ'), ('rivet', 'NN'), ('on', 'IN'), ('the', 'DT'), ('nose', 'NN'), ('that', 'IN'), ('one', 'CD')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	this one	['this', 'one']	['this', 'one']	[('this', 'DT'), ('one', 'NN')]	[('this', 'DT'), ('one', 'NN')]	[('this', 'DT'), ('one', 'CD')]	[('this', 'DT'), ('one', 'CD')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	yeah it'll make it 	['yeah', 'it', 'will', 'make', 'it']	['yeah', 'it', 'will', 'make', 'it']	[('yeah', 'NN'), ('it', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('it', 'PRP')]	[('yeah', 'NN'), ('it', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('it', 'PRP')]	[('yeah', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('it', 'PRP')]	[('yeah', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('it', 'PRP')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	it'll go straight down then it won't bounce  it's hit thethese things	['it', 'will', 'go', 'straight', 'down', 'then', 'it', 'will', 'not', 'bounce', 'it', 'is', 'hit', 'thethese', 'things']	['it', 'will', 'go', 'straight', 'down', 'then', 'it', 'will', 'not', 'bounce', 'it', 'be', 'hit', 'thethese', 'thing']	[('it', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('straight', 'RB'), ('down', 'RB'), ('then', 'RB'), ('it', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('bounce', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('hit', 'VBN'), ('thethese', 'JJ'), ('things', 'NNS')]	[('it', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('straight', 'RB'), ('down', 'RB'), ('then', 'RB'), ('it', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('bounce', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('hit', 'VBN'), ('thethese', 'JJ'), ('thing', 'NN')]	[('it', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('straight', 'RB'), ('down', 'RB'), ('then', 'RB'), ('it', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('bounce', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('hit', 'VBN'), ('thethese', 'RB'), ('things', 'NNS')]	[('it', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('straight', 'RB'), ('down', 'RB'), ('then', 'RB'), ('it', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('bounce', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('hit', 'VBN'), ('thethese', 'RB'), ('thing', 'NN')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PA:	 it does those are solid	['it', 'does', 'those', 'are', 'solid']	['it', 'do', 'those', 'be', 'solid']	[('it', 'PRP'), ('does', 'VBZ'), ('those', 'DT'), ('are', 'VBP'), ('solid', 'JJ')]	[('it', 'PRP'), ('do', 'VBP'), ('those', 'DT'), ('be', 'VB'), ('solid', 'JJ')]	[('it', 'PRP'), ('does', 'VBZ'), ('those', 'DT'), ('are', 'VBP'), ('solid', 'JJ')]	[('it', 'PRP'), ('do', 'VBP'), ('those', 'DT'), ('be', 'VB'), ('solid', 'JJ')]	ASU-T78_ExpBlock2-TrunkSlide.txt
PC:	yeah yeah so it has to be far  far enough no it doesn't fall okay   all right i think a little bit more weight probably a part of this now right it's like that no	['yeah', 'yeah', 'so', 'it', 'has', 'to', 'be', 'far', 'far', 'enough', 'no', 'it', 'does', 'not', 'fall', 'okay', 'all', 'right', 'i', 'think', 'a', 'little', 'bit', 'more', 'weight', 'probably', 'a', 'part', 'of', 'this', 'now', 'right', 'it', 'is', 'like', 'that', 'no']	['yeah', 'yeah', 'so', 'it', 'have', 'to', 'be', 'far', 'far', 'enough', 'no', 'it', 'do', 'not', 'fall', 'okay', 'all', 'right', 'i', 'think', 'a', 'little', 'bit', 'more', 'weight', 'probably', 'a', 'part', 'of', 'this', 'now', 'right', 'it', 'be', 'like', 'that', 'no']	[('yeah', 'NN'), ('yeah', 'PRP'), ('so', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('far', 'RB'), ('far', 'RB'), ('enough', 'JJ'), ('no', 'DT'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('fall', 'VB'), ('okay', 'RB'), ('all', 'DT'), ('right', 'JJ'), ('i', 'NN'), ('think', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('bit', 'NN'), ('more', 'JJR'), ('weight', 'NN'), ('probably', 'RB'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('this', 'DT'), ('now', 'RB'), ('right', 'JJ'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('that', 'DT'), ('no', 'DT')]	[('yeah', 'NN'), ('yeah', 'PRP'), ('so', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('far', 'RB'), ('far', 'RB'), ('enough', 'JJ'), ('no', 'DT'), ('it', 'PRP'), ('do', 'VB'), ('not', 'RB'), ('fall', 'VB'), ('okay', 'RB'), ('all', 'DT'), ('right', 'JJ'), ('i', 'NN'), ('think', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('bit', 'NN'), ('more', 'JJR'), ('weight', 'NN'), ('probably', 'RB'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('this', 'DT'), ('now', 'RB'), ('right', 'VBZ'), ('it', 'PRP'), ('be', 'VB'), ('like', 'IN'), ('that', 'DT'), ('no', 'DT')]	[('yeah', 'JJ'), ('yeah', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('far', 'RB'), ('far', 'RB'), ('enough', 'JJ'), ('no', 'DT'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('fall', 'VB'), ('okay', 'JJ'), ('all', 'DT'), ('right', 'JJ'), ('i', 'FW'), ('think', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('bit', 'NN'), ('more', 'RBR'), ('weight', 'NN'), ('probably', 'RB'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('this', 'DT'), ('now', 'RB'), ('right', 'JJ'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('that', 'DT'), ('no', 'DT')]	[('yeah', 'JJ'), ('yeah', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('far', 'RB'), ('far', 'RB'), ('enough', 'JJ'), ('no', 'DT'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('fall', 'VB'), ('okay', 'JJ'), ('all', 'DT'), ('right', 'JJ'), ('i', 'FW'), ('think', 'VBP'), ('a', 'DT'), ('little', 'JJ'), ('bit', 'NN'), ('more', 'RBR'), ('weight', 'NN'), ('probably', 'RB'), ('a', 'DT'), ('part', 'NN'), ('of', 'IN'), ('this', 'DT'), ('now', 'RB'), ('right', 'JJ'), ('it', 'PRP'), ('be', 'VB'), ('like', 'IN'), ('that', 'DT'), ('no', 'DT')]	ASU-T78_ExpBlock2-TrunkSlide.txt
