participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
PB:	 should i drop something first	['should', 'i', 'drop', 'something', 'first']	['should', 'i', 'drop', 'something', 'first']	[('should', 'MD'), ('i', 'VB'), ('drop', 'NN'), ('something', 'NN'), ('first', 'RB')]	[('should', 'MD'), ('i', 'VB'), ('drop', 'NN'), ('something', 'NN'), ('first', 'RB')]	[('should', 'MD'), ('i', 'FW'), ('drop', 'NN'), ('something', 'NN'), ('first', 'RB')]	[('should', 'MD'), ('i', 'FW'), ('drop', 'NN'), ('something', 'NN'), ('first', 'RB')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	yeah sure	['yeah', 'sure']	['yeah', 'sure']	[('yeah', 'NN'), ('sure', 'NN')]	[('yeah', 'NN'), ('sure', 'NN')]	[('yeah', 'JJ'), ('sure', 'JJ')]	[('yeah', 'JJ'), ('sure', 'JJ')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	yeah sure	['yeah', 'sure']	['yeah', 'sure']	[('yeah', 'NN'), ('sure', 'NN')]	[('yeah', 'NN'), ('sure', 'NN')]	[('yeah', 'JJ'), ('sure', 'JJ')]	[('yeah', 'JJ'), ('sure', 'JJ')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	okay whoa 	['okay', 'whoa']	['okay', 'whoa']	[('okay', 'NN'), ('whoa', 'NN')]	[('okay', 'NN'), ('whoa', 'NN')]	[('okay', 'JJ'), ('whoa', 'NN')]	[('okay', 'JJ'), ('whoa', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	 what the heck	['what', 'the', 'neck']	['what', 'the', 'neck']	[('what', 'WP'), ('the', 'DT'), ('neck', 'NN')]	[('what', 'WP'), ('the', 'DT'), ('neck', 'NN')]	[('what', 'WP'), ('the', 'DT'), ('neck', 'NN')]	[('what', 'WP'), ('the', 'DT'), ('neck', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	it took you with it  	['it', 'took', 'you', 'with', 'it']	['it', 'take', 'you', 'with', 'it']	[('it', 'PRP'), ('took', 'VBD'), ('you', 'PRP'), ('with', 'IN'), ('it', 'PRP')]	[('it', 'PRP'), ('take', 'VB'), ('you', 'PRP'), ('with', 'IN'), ('it', 'PRP')]	[('it', 'PRP'), ('took', 'VBD'), ('you', 'PRP'), ('with', 'IN'), ('it', 'PRP')]	[('it', 'PRP'), ('take', 'VBP'), ('you', 'PRP'), ('with', 'IN'), ('it', 'PRP')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	that's wild	['that', 'is', 'wild']	['that', 'be', 'wild']	[('that', 'DT'), ('is', 'VBZ'), ('wild', 'JJ')]	[('that', 'DT'), ('be', 'VB'), ('wild', 'JJ')]	[('that', 'DT'), ('is', 'VBZ'), ('wild', 'JJ')]	[('that', 'IN'), ('be', 'VB'), ('wild', 'JJ')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	 is that good	['is', 'that', 'good']	['be', 'that', 'good']	[('is', 'VBZ'), ('that', 'DT'), ('good', 'JJ')]	[('be', 'VB'), ('that', 'DT'), ('good', 'JJ')]	[('is', 'VBZ'), ('that', 'DT'), ('good', 'JJ')]	[('be', 'VB'), ('that', 'DT'), ('good', 'JJ')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	what just happened	['what', 'just', 'happened']	['what', 'just', 'happen']	[('what', 'WP'), ('just', 'RB'), ('happened', 'VBD')]	[('what', 'WP'), ('just', 'RB'), ('happen', 'VB')]	[('what', 'WDT'), ('just', 'RB'), ('happened', 'VBD')]	[('what', 'WDT'), ('just', 'RB'), ('happen', 'VB')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	how'd it do that	['how', 'did', 'it', 'do', 'that']	['how', 'do', 'it', 'do', 'that']	[('how', 'WRB'), ('did', 'VBD'), ('it', 'PRP'), ('do', 'VB'), ('that', 'IN')]	[('how', 'WRB'), ('do', 'VB'), ('it', 'PRP'), ('do', 'VB'), ('that', 'IN')]	[('how', 'WRB'), ('did', 'VBD'), ('it', 'PRP'), ('do', 'VB'), ('that', 'DT')]	[('how', 'WRB'), ('do', 'VBP'), ('it', 'PRP'), ('do', 'VB'), ('that', 'DT')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	i think it's 'cause they weren't like attached yeah they're different colors that's a weird interaction	['i', 'think', 'it', 'is', 'because', 'they', 'were', 'not', 'like', 'attached', 'yeah', 'they', 'are', 'different', 'colors', 'that', 'is', 'a', 'weird', 'interaction']	['i', 'think', 'it', 'be', 'because', 'they', 'be', 'not', 'like', 'attach', 'yeah', 'they', 'be', 'different', 'color', 'that', 'be', 'a', 'weird', 'interaction']	[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('because', 'IN'), ('they', 'PRP'), ('were', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('attached', 'VBN'), ('yeah', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('different', 'JJ'), ('colors', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('a', 'DT'), ('weird', 'JJ'), ('interaction', 'NN')]	[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('because', 'IN'), ('they', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('like', 'IN'), ('attach', 'VBP'), ('yeah', 'UH'), ('they', 'PRP'), ('be', 'VB'), ('different', 'JJ'), ('color', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('a', 'DT'), ('weird', 'JJ'), ('interaction', 'NN')]	[('i', 'LS'), ('think', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('because', 'IN'), ('they', 'PRP'), ('were', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('attached', 'VBN'), ('yeah', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('different', 'JJ'), ('colors', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('a', 'DT'), ('weird', 'JJ'), ('interaction', 'NN')]	[('i', 'LS'), ('think', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('because', 'IN'), ('they', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('like', 'IN'), ('attach', 'VB'), ('yeah', 'JJ'), ('they', 'PRP'), ('be', 'VB'), ('different', 'JJ'), ('color', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('a', 'DT'), ('weird', 'JJ'), ('interaction', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	yeah some of these things don't work very well together	['yeah', 'some', 'of', 'these', 'things', 'do', 'not', 'work', 'very', 'well', 'together']	['yeah', 'some', 'of', 'these', 'thing', 'do', 'not', 'work', 'very', 'well', 'together']	[('yeah', 'CC'), ('some', 'DT'), ('of', 'IN'), ('these', 'DT'), ('things', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('very', 'RB'), ('well', 'RB'), ('together', 'RB')]	[('yeah', 'CC'), ('some', 'DT'), ('of', 'IN'), ('these', 'DT'), ('thing', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('very', 'RB'), ('well', 'RB'), ('together', 'RB')]	[('yeah', 'VB'), ('some', 'DT'), ('of', 'IN'), ('these', 'DT'), ('things', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('very', 'RB'), ('well', 'RB'), ('together', 'RB')]	[('yeah', 'VB'), ('some', 'DT'), ('of', 'IN'), ('these', 'DT'), ('thing', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('work', 'VB'), ('very', 'RB'), ('well', 'RB'), ('together', 'RB')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	so do like another pin	['so', 'do', 'like', 'another', 'pin']	['so', 'do', 'like', 'another', 'pin']	[('so', 'RB'), ('do', 'VBP'), ('like', 'IN'), ('another', 'DT'), ('pin', 'NN')]	[('so', 'RB'), ('do', 'VBP'), ('like', 'IN'), ('another', 'DT'), ('pin', 'NN')]	[('so', 'RB'), ('do', 'VB'), ('like', 'IN'), ('another', 'DT'), ('pin', 'NN')]	[('so', 'RB'), ('do', 'VB'), ('like', 'IN'), ('another', 'DT'), ('pin', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	yeah if you wanted to add to that you'd have to pin it or you could just draw a new one	['yeah', 'if', 'you', 'wanted', 'to', 'add', 'to', 'that', 'you', 'would', 'have', 'to', 'pin', 'it', 'or', 'you', 'could', 'just', 'draw', 'a', 'new', 'one']	['yeah', 'if', 'you', 'want', 'to', 'add', 'to', 'that', 'you', 'would', 'have', 'to', 'pin', 'it', 'or', 'you', 'could', 'just', 'draw', 'a', 'new', 'one']	[('yeah', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('wanted', 'VBD'), ('to', 'TO'), ('add', 'VB'), ('to', 'TO'), ('that', 'IN'), ('you', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('to', 'TO'), ('pin', 'VB'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('just', 'RB'), ('draw', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('one', 'CD')]	[('yeah', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('add', 'VB'), ('to', 'TO'), ('that', 'IN'), ('you', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('to', 'TO'), ('pin', 'VB'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('just', 'RB'), ('draw', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('one', 'CD')]	[('yeah', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('wanted', 'VBD'), ('to', 'TO'), ('add', 'VB'), ('to', 'TO'), ('that', 'IN'), ('you', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('to', 'TO'), ('pin', 'VB'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('just', 'RB'), ('draw', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('one', 'CD')]	[('yeah', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('add', 'VB'), ('to', 'TO'), ('that', 'IN'), ('you', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('to', 'TO'), ('pin', 'VB'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('could', 'MD'), ('just', 'RB'), ('draw', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('one', 'CD')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	okay stop swinging 	['okay', 'stop', 'swinging']	['okay', 'stop', 'swinging']	[('okay', 'JJ'), ('stop', 'NN'), ('swinging', 'NN')]	[('okay', 'JJ'), ('stop', 'NN'), ('swinging', 'NN')]	[('okay', 'JJ'), ('stop', 'NN'), ('swinging', 'VBG')]	[('okay', 'JJ'), ('stop', 'NN'), ('swinging', 'VBG')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	or keep it down maybe if you click it to make it roll it'll just roll off the end	['or', 'keep', 'it', 'down', 'maybe', 'if', 'you', 'click', 'it', 'to', 'make', 'it', 'roll', 'it', 'will', 'just', 'roll', 'off', 'the', 'end']	['or', 'keep', 'it', 'down', 'maybe', 'if', 'you', 'click', 'it', 'to', 'make', 'it', 'roll', 'it', 'will', 'just', 'roll', 'off', 'the', 'end']	[('or', 'CC'), ('keep', 'VB'), ('it', 'PRP'), ('down', 'RP'), ('maybe', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('click', 'VBP'), ('it', 'PRP'), ('to', 'TO'), ('make', 'VB'), ('it', 'PRP'), ('roll', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('just', 'RB'), ('roll', 'VB'), ('off', 'RP'), ('the', 'DT'), ('end', 'NN')]	[('or', 'CC'), ('keep', 'VB'), ('it', 'PRP'), ('down', 'RP'), ('maybe', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('click', 'VBP'), ('it', 'PRP'), ('to', 'TO'), ('make', 'VB'), ('it', 'PRP'), ('roll', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('just', 'RB'), ('roll', 'VB'), ('off', 'RP'), ('the', 'DT'), ('end', 'NN')]	[('or', 'CC'), ('keep', 'VB'), ('it', 'PRP'), ('down', 'IN'), ('maybe', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('click', 'VBP'), ('it', 'PRP'), ('to', 'TO'), ('make', 'VB'), ('it', 'PRP'), ('roll', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('just', 'RB'), ('roll', 'VB'), ('off', 'RP'), ('the', 'DT'), ('end', 'NN')]	[('or', 'CC'), ('keep', 'VB'), ('it', 'PRP'), ('down', 'IN'), ('maybe', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('click', 'VBP'), ('it', 'PRP'), ('to', 'TO'), ('make', 'VB'), ('it', 'PRP'), ('roll', 'VB'), ('it', 'PRP'), ('will', 'MD'), ('just', 'RB'), ('roll', 'VB'), ('off', 'RP'), ('the', 'DT'), ('end', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	there you go	['there', 'you', 'go']	['there', 'you', 'go']	[('there', 'RB'), ('you', 'PRP'), ('go', 'VBP')]	[('there', 'RB'), ('you', 'PRP'), ('go', 'VBP')]	[('there', 'RB'), ('you', 'PRP'), ('go', 'VBP')]	[('there', 'RB'), ('you', 'PRP'), ('go', 'VBP')]	ASU-T10_ExpBlock1-GreenApple.txt
PC:	go go go good job team	['go', 'go', 'go', 'good', 'job', 'team']	['go', 'go', 'go', 'good', 'job', 'team']	[('go', 'VB'), ('go', 'VB'), ('go', 'RB'), ('good', 'JJ'), ('job', 'NN'), ('team', 'NN')]	[('go', 'VB'), ('go', 'VB'), ('go', 'RB'), ('good', 'JJ'), ('job', 'NN'), ('team', 'NN')]	[('go', 'VB'), ('go', 'VB'), ('go', 'VB'), ('good', 'JJ'), ('job', 'NN'), ('team', 'NN')]	[('go', 'VB'), ('go', 'VB'), ('go', 'VB'), ('good', 'JJ'), ('job', 'NN'), ('team', 'NN')]	ASU-T10_ExpBlock1-GreenApple.txt
PA:	i don't know that that's what they wanted us to do but we did it anyway  	['i', 'do', 'not', 'know', 'that', 'that', 'is', 'what', 'they', 'wanted', 'us', 'to', 'do', 'but', 'we', 'did', 'it', 'anyway']	['i', 'do', 'not', 'know', 'that', 'that', 'be', 'what', 'they', 'want', 'u', 'to', 'do', 'but', 'we', 'do', 'it', 'anyway']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('they', 'PRP'), ('wanted', 'VBD'), ('us', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('but', 'CC'), ('we', 'PRP'), ('did', 'VBD'), ('it', 'PRP'), ('anyway', 'RP')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('that', 'DT'), ('be', 'VB'), ('what', 'WP'), ('they', 'PRP'), ('want', 'VBP'), ('u', 'JJ'), ('to', 'TO'), ('do', 'VB'), ('but', 'CC'), ('we', 'PRP'), ('do', 'VBP'), ('it', 'PRP'), ('anyway', 'VB')]	[('i', 'LS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('they', 'PRP'), ('wanted', 'VBD'), ('us', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('but', 'CC'), ('we', 'PRP'), ('did', 'VBD'), ('it', 'PRP'), ('anyway', 'RB')]	[('i', 'LS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('that', 'DT'), ('be', 'VB'), ('what', 'WP'), ('they', 'PRP'), ('want', 'VBP'), ('u', 'NN'), ('to', 'TO'), ('do', 'VB'), ('but', 'CC'), ('we', 'PRP'), ('do', 'VBP'), ('it', 'PRP'), ('anyway', 'RB')]	ASU-T10_ExpBlock1-GreenApple.txt
PB:	well that looks easy	['well', 'that', 'looks', 'easy']	['well', 'that', 'look', 'easy']	[('well', 'RB'), ('that', 'IN'), ('looks', 'VBZ'), ('easy', 'JJ')]	[('well', 'RB'), ('that', 'IN'), ('look', 'VBP'), ('easy', 'JJ')]	[('well', 'RB'), ('that', 'IN'), ('looks', 'VBZ'), ('easy', 'JJ')]	[('well', 'RB'), ('that', 'IN'), ('look', 'NN'), ('easy', 'JJ')]	ASU-T10_ExpBlock1-GreenApple.txt
